"Numeric TIS-code of territory","Validity start date of territory","Validity start date of territory name code","Alphanumeric ISO-code of language","Territory name","Official territory name","Abbreviated territory name","Unofficial territory name"
208,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","DENMARK","KINGDOM OF DENMARK","DENMARK",
208,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","DINAMARCA","REINO DE DINAMARCA","DINAMARCA",
208,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","DANEMARK","ROYAUME DU DANEMARK","DANEMARK",
212,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","DOMINICA","COMMONWEALTH DOMINICA","DOMINICA",
212,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","DOMINICA","COMMONWEALTH OF DOMINICA","DOMINICA",
212,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","DOMINICA","COMMONWEALTH DE DOMINICA","DOMINICA",
212,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","DOMINIQUE","COMMONWEALTH DE DOMINIQUE","DOMINIQUE",
214,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","DOMINIKANISCHE REPUBLIK",,"DOMINIKAN.REP",
214,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","DOMINICAN REPUBLIC",,"DOMINICAN REP.",
214,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","REPUBLICA DOMINICANA",,"REP.DOMINICANA",
214,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","DOMINICAINE, REPUBLIQUE","REPUBLIQUE DOMINICAINE","REP.DOMINICAINE",
218,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ECUADOR","REPUBLIK ECUADOR","ECUADOR",
218,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ECUADOR","REPUBLIC OF ECUADOR","ECUADOR",
218,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ECUADOR","REPUBLICA DE ECUADOR","ECUADOR",
218,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","EQUATEUR","REPUBLIQUE DE L'EQUATEUR","EQUATEUR",
222,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","EL SALVADOR","REPUBLIK EL SALVADOR","EL SALVADOR",
222,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","EL SALVADOR","REPUBLIC OF EL SALVADOR","EL SALVADOR",
222,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","EL SALVADOR","REPUBLICA DEL SALVADOR","EL SALVADOR",
222,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","EL SALVADOR","REPUBLIQUE D'EL SALVADOR","EL SALVADOR",
226,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","AEQUATORIALGUINEA","REPUBLIK AEQUATORIALGUINEA","AEQUAT.GUINEA",
226,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","EQUATORIAL GUINEA","REPUBLIC OF EQUATORIAL GUINEA","EQUAT.GUINEA",
226,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GUINEA ECUATORIAL","REPUBLICA DE GUINEA ECUATORIAL","GUINEA ECUATOR.",
226,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GUINEE EQUATORIALE","REPUBLIQUE DE GUINEE EQUATORIALE","GUINEE EQUATOR.",
230,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","AETHIOPIEN",,"AETHIOPIEN",
230,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ETHIOPIA",,"ETHIOPIA",
230,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ETIOPIA",,"ETIOPIA",
230,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ETHIOPIE",,"ETHIOPIE",
231,1993/05/24 00:00:00,1993/05/24 00:00:00,"DE","AETHIOPIEN","DEMOKRATISCHE BUNDESREPUBLIK AETHIOPIEN","AETHIOPIEN",
231,1993/05/24 00:00:00,1993/05/24 00:00:00,"EN","ETHIOPIA","FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA","ETHIOPIA",
231,1993/05/24 00:00:00,1993/05/24 00:00:00,"ES","ETIOPIA","REPUBLICA FEDERAL DEMOCRATICA DE ETIOPIA","ETIOPIA",
231,1993/05/24 00:00:00,1993/05/24 00:00:00,"FR","ETHIOPIE","REPUBLIQUE FEDERALE DEMOCRATIQUE D'ETHIOPIE","ETHIOPIE",
232,1993/05/24 00:00:00,1993/05/24 00:00:00,"DE","ERITREA",,"ERITREA",
232,1993/05/24 00:00:00,1993/05/24 00:00:00,"EN","ERITREA",,"ERITREA",
232,1993/05/24 00:00:00,1993/05/24 00:00:00,"ES","ERITREA",,"ERITREA",
232,1993/05/24 00:00:00,1993/05/24 00:00:00,"FR","ERYTHREE",,"ERYTHREE",
233,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","ESTLAND","REPUBLIK ESTLAND","ESTLAND",
233,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","ESTONIA","REPUBLIC OF ESTONIA","ESTONIA",
233,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","ESTONIA","REPUBLICA DE ESTONIA","ESTONIA",
233,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","ESTONIE","REPUBLIQUE D'ESTONIE","ESTONIE",
242,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","FIDSCHI","REPUBLIK FIDSCHI","FIDSCHI",
242,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","FIJI","REPUBLIC OF FIJI","FIJI",
242,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","FIJI","REPUBLICA DE FIJI","FIJI",
242,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","FIDJI","REPUBLIQUE DES FIDJI","FIDJI",
246,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","FINNLAND","REPUBLIK FINNLAND","FINNLAND",
246,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","FINLAND","REPUBLIC OF FINLAND","FINLAND",
246,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","FINLANDIA","REPUBLICA DE FINLANDIA","FINLANDIA",
246,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","FINLANDE","REPUBLIQUE DE FINLANDE","FINLANDE",
250,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","FRANKREICH","FRANZOESISCHE REPUBLIK","FRANKREICH",
250,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","FRANCE","FRENCH REPUBLIC","FRANCE",
250,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","FRANCIA","REPUBLICA FRANCESA","FRANCIA",
250,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","FRANCE","REPUBLIQUE FRANCAISE","FRANCE",
258,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","FRANZOESISCH-POLYNESIEN","TERRITORIUM FRANZOESISCH-POLYNESIEN","FR.POLYNESIEN",
258,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","FRENCH POLYNESIA",,"FR.POLYNESIA",
258,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","POLINESIA FRANCESA",,"POLINESIA FR.",
258,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","POLYNESIE FRANCAISE",,"POLYNESIE FR.",
262,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","DSCHIBUTI","REPUBLIK DSCHIBUTI","DSCHIBUTI",
262,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","DJIBOUTI","REPUBLIC OF DJIBOUTI","DJIBOUTI",
262,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","DJIBOUTI","REPUBLICA DE DJIBOUTI","DJIBOUTI",
262,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","DJIBOUTI","REPUBLIQUE DE DJIBOUTI","DJIBOUTI",
266,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GABUN","GABUNISCHE REPUBLIK","GABUN",
266,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GABON","GABONESE REPUBLIC","GABON",
266,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GABON","REPUBLICA GABONESA","GABON",
266,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GABON","REPUBLIQUE GABONAISE","GABON",
268,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","GEORGIEN",,"GEORGIEN",
268,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","GEORGIA",,"GEORGIA",
268,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","GEORGIA",,"GEORGIA",
268,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","GEORGIE",,"GEORGIE",
270,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GAMBIA","REPUBLIK GAMBIA","GAMBIA",
270,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GAMBIA","REPUBLIC OF THE GAMBIA","GAMBIA",
270,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GAMBIA","REPUBLICA DE GAMBIA","GAMBIA",
270,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GAMBIE","REPUBLIQUE DE GAMBIE","GAMBIE",
276,1990/10/03 00:00:00,1990/10/03 00:00:00,"DE","DEUTSCHLAND","BUNDESREPUBLIK DEUTSCHLAND","DEUTSCHLAND",
276,1990/10/03 00:00:00,1990/10/03 00:00:00,"EN","GERMANY","FEDERAL REPUBLIC OF GERMANY","GERMANY",
276,1990/10/03 00:00:00,1990/10/03 00:00:00,"ES","ALEMANIA","REPUBLICA FEDERAL DE ALEMANIA","ALEMANIA",
276,1990/10/03 00:00:00,1990/10/03 00:00:00,"FR","ALLEMAGNE","REPUBLIQUE FEDERALE D'ALLEMAGNE","ALLEMAGNE",
278,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","DEUTSCHE DEMOKRATISCHE REPUBLIK",,"DDR",
278,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GERMAN DEMOCRATIC REPUBLIC",,"GDR",
278,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","REPUBLICA DEMOCRATICA ALEMANA",,"RDA",
278,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ALLEMANDE, REPUBLIQUE DEMOCRATIQUE",,"RDA",
280,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","DEUTSCHLAND","BUNDESREPUBLIK DEUTSCHLAND","DEUTSCHLAND",
280,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GERMANY","FEDERAL REPUBLIC OF GERMANY","GERMANY",
280,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ALEMANIA","REPUBLICA FEDERAL DE ALEMANIA","ALEMANIA",
280,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ALLEMAGNE","REPUBLIQUE FEDERALE D'ALLEMAGNE","ALLEMAGNE",
288,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GHANA","REPUBLIK GHANA","GHANA",
288,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GHANA","REPUBLIC OF GHANA","GHANA",
288,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GHANA","REPUBLICA DE GHANA","GHANA",
288,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GHANA","REPUBLIQUE DU GHANA","GHANA",
296,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","KIRIBATI","REPUBLIK KIRIBATI","KIRIBATI",
296,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","KIRIBATI","REPUBLIC OF KIRIBATI","KIRIBATI",
296,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","KIRIBATI","REPUBLICA DE KIRIBATI","KIRIBATI",
296,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","KIRIBATI","REPUBLIQUE DE KIRIBATI","KIRIBATI",
300,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GRIECHENLAND","HELLENISCHE REPUBLIK","GRIECHENLAND",
300,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GREECE","HELLENIC REPUBLIC","GREECE",
300,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GRECIA","REPUBLICA HELENICA","GRECIA",
300,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GRECE","REPUBLIQUE HELLENIQUE","GRECE",
308,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GRENADA",,"GRENADA",
308,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GRENADA",,"GRENADA",
308,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GRANADA",,"GRANADA",
308,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GRENADE",,"GRENADE",
320,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GUATEMALA","REPUBLIK GUATEMALA","GUATEMALA",
320,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GUATEMALA","REPUBLIC OF GUATEMALA","GUATEMALA",
320,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GUATEMALA","REPUBLICA DE GUATEMALA","GUATEMALA",
320,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GUATEMALA","REPUBLIQUE DU GUATEMALA","GUATEMALA",
324,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GUINEA","REPUBLIK GUINEA","GUINEA",
324,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GUINEA","REPUBLIC OF GUINEA","GUINEA",
324,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GUINEA","REPUBLICA DE GUINEA","GUINEA",
324,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GUINEE","REPUBLIQUE DE GUINEE","GUINEE",
328,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GUYANA","KOOPERATIVE REPUBLIK GUYANA","GUYANA",
328,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GUYANA","REPUBLIC OF GUYANA","GUYANA",
328,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GUYANA","REPUBLICA DE GUYANA","GUYANA",
328,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GUYANA","REPUBLIQUE DU GUYANA","GUYANA",
332,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","HAITI","REPUBLIK HAITI","HAITI",
332,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","HAITI","REPUBLIC OF HAITI","HAITI",
332,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","HAITI","REPUBLICA DE HAITI","HAITI",
332,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","HAITI","REPUBLIQUE D'HAITI","HAITI",
336,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","HEILIGER STUHL (VATIKANSTADT)",,"VATIKAN",
336,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","HOLY SEE (VATICAN CITY STATE)",,"VATICAN",
336,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SANTA SEDE (ESTADO DE LA CIUDAD DEL VATICANO)",,"VATICANO",
336,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SAINT-SIEGE (ETAT DE LA CITE DU VATICAN)",,"VATICAN",
340,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","HONDURAS","REPUBLIK HONDURAS","HONDURAS",
340,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","HONDURAS","REPUBLIC OF HONDURAS","HONDURAS",
340,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","HONDURAS","REPUBLICA DE HONDURAS","HONDURAS",
340,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","HONDURAS","REPUBLIQUE DU HONDURAS","HONDURAS",
344,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","HONGKONG","SONDERVERWALTUNGSREGION HONGKONG","HONGKONG",
344,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","HONG KONG","HONG KONG SPECIAL ADMINISTRATIVE REGION OF CHINA","HONG KONG",
344,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","HONG KONG","REGION ADMINISTRATIVA ESPECIAL DE HONG KONG","HONG KONG",
344,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","HONG KONG","HONG KONG REGION ADMINISTRATIVE SPECIALE DE CHINE","HONG KONG",
348,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","UNGARN","UNGARN","UNGARN",
348,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","HUNGARY","HUNGARY","HUNGARY",
348,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","HUNGRIA","HUNGRIA","HUNGRIA",
348,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","HONGRIE","HONGRIE","HONGRIE",
352,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ISLAND","REPUBLIK ISLAND","ISLAND",
352,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ICELAND","REPUBLIC OF ICELAND","ICELAND",
352,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ISLANDIA","REPUBLICA DE ISLANDIA","ISLANDIA",
352,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ISLANDE","REPUBLIQUE D'ISLANDE","ISLANDE",
356,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","INDIEN","REPUBLIK INDIEN","INDIEN",
356,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","INDIA","REPUBLIC OF INDIA","INDIA",
356,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","INDIA","REPUBLICA DE INDIA","INDIA",
356,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","INDE","REPUBLIQUE DE L'INDE","INDE",
360,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","INDONESIEN","REPUBLIK INDONESIEN","INDONESIEN",
360,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","INDONESIA","REPUBLIC OF INDONESIA","INDONESIA",
360,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","INDONESIA","REPUBLICA DE INDONESIA","INDONESIA",
360,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","INDONESIE","REPUBLIQUE D'INDONESIE","INDONESIE",
364,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","IRAN, ISLAMISCHE REPUBLIK","ISLAMISCHE REPUBLIK IRAN","IRAN","PERSIEN"
364,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","IRAN, ISLAMIC REPUBLIC OF","ISLAMIC REPUBLIC OF IRAN","IRAN",
364,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","IRAN, REPUBLICA ISLAMICA DE","REPUBLICA ISLAMICA DE IRAN","IRAN",
364,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","IRAN, REPUBLIQUE ISLAMIQUE D'","REPUBLIQUE ISLAMIQUE D'IRAN","IRAN",
368,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","IRAK","REPUBLIK IRAK","IRAK",
368,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","IRAQ","REPUBLIC OF IRAQ","IRAQ",
368,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","IRAQ","REPUBLICA DE IRAQ","IRAQ",
368,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","IRAQ","REPUBLIQUE D'IRAQ","IRAQ",
372,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","IRLAND",,"IRLAND",
372,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","IRELAND",,"IRELAND",
372,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","IRLANDA",,"IRLANDA",
372,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","IRLANDE",,"IRLANDE",
376,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ISRAEL","STAAT ISRAEL","ISRAEL",
376,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ISRAEL","STATE OF ISRAEL","ISRAEL",
376,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ISRAEL","ESTADO DE ISRAEL","ISRAEL",
376,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ISRAEL","ETAT D'ISRAEL","ISRAEL",
380,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ITALIEN","ITALIENISCHE REPUBLIK","ITALIEN",
380,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ITALY","ITALIAN REPUBLIC","ITALY",
380,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ITALIA","REPUBLICA ITALIANA","ITALIA",
380,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ITALIE","REPUBLIQUE ITALIENNE","ITALIE",
384,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","COTE D'IVOIRE","REPUBLIK COTE D'IVOIRE","COTE D'IVOIRE","ELFENBEINKUESTE"
384,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","COTE D'IVOIRE","REPUBLIC OF COTE D'IVOIRE","COTE D'IVOIRE",
384,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","COSTA DE MARFIL","REPUBLICA DE COSTA DE MARFIL","COSTA DE MARFIL",
384,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","COTE D'IVOIRE","REPUBLIQUE DE COTE D'IVOIRE","COTE D'IVOIRE",
388,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","JAMAIKA",,"JAMAIKA",
388,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","JAMAICA",,"JAMAICA",
388,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","JAMAICA",,"JAMAICA",
388,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","JAMAIQUE",,"JAMAIQUE",
392,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","JAPAN",,"JAPAN",
392,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","JAPAN",,"JAPAN",
392,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","JAPAN",,"JAPAN",
392,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","JAPON",,"JAPON",
398,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","KASACHSTAN","REPUBLIK KASACHSTAN","KASACHSTAN",
398,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","KAZAKHSTAN","REPUBLIC OF KAZAKHSTAN","KAZAKHSTAN",
398,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","KAZAKSTAN","REPUBLICA DE KAZAKSTAN","KAZAKSTAN",
398,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","KAZAKHSTAN","REPUBLIQUE DU KAZAKHSTAN","KAZAKHSTAN",
400,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","JORDANIEN","HASCHEMITISCHES KOENIGREICH JORDANIEN","JORDANIEN",
400,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","JORDAN","HASHEMITE KINGDOM OF JORDAN","JORDAN",
400,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","JORDANIA","REINO HASHEMITA DE JORDANIA","JORDANIA",
400,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","JORDANIE","ROYAUME HACHEMITE DE JORDANIE","JORDANIE",
404,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","KENIA","REPUBLIK KENIA","KENIA",
404,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","KENYA","REPUBLIC OF KENYA","KENYA",
404,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","KENYA","REPUBLICA DE KENYA","KENYA",
404,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","KENYA","REPUBLIQUE DU KENYA","KENYA",
408,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","KOREA, DEMOKRATISCHE VOLKSREPUBLIK","DEMOKRATISCHE VOLKSREPUBLIK KOREA","NORD-KOREA",
408,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF","DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA","NORTH KOREA",
408,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","COREA, REPUBLICA DEMOCRATICA DEL PUEBLO","REPUBLICA DEMOCRATICA DEL PUEBLO DE COREA","COREA DEL NORTE",
408,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","COREE, REPUBLIQUE POPULAIRE DEMOCRATIQUE DE","REPUBLIQUE POPULAIRE DEMOCRATIQUE DE COREE","COREE DU NORD",
410,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","KOREA, REPUBLIK","REPUBLIK KOREA","SUED-KOREA",
410,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","KOREA, REPUBLIC OF","REPUBLIC OF KOREA","SOUTH KOREA",
410,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","COREA, REPUBLICA DE","REPUBLICA DE COREA","COREA DEL SUR",
410,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","COREE, REPUBLIQUE DE","REPUBLIQUE DE COREE","COREE DU SUD",
414,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","KUWAIT","STAAT KUWAIT","KUWAIT",
414,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","KUWAIT","STATE OF KUWAIT","KUWAIT",
414,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","KUWAIT","ESTADO DE KUWAIT","KUWAIT",
414,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","KOWEIT","ETAT DU KOWEIT","KOWEIT",
417,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","KIRGISISTAN","KIRGISISCHE REPUBLIK","KIRGISISTAN",
417,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","KYRGYZSTAN","KYRGYZ REPUBLIC","KYRGYZSTAN",
417,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","KIRGUISISTAN","REPUBLICA DE KIRGUISISTAN","KIRGUISISTAN",
417,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","KIRGHIZISTAN","REPUBLIQUE KIRGHIZE","KIRGHIZISTAN",
418,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","LAOS, DEMOKRATISCHE VOLKSREPUBLIK","DEMOKRATISCHE VOLKSREPUBLIK LAOS","LAOS",
418,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","LAO PEOPLE'S DEMOCRATIC REPUBLIC",,"LAO",
418,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","REPUBLICA DEMOCRATICA DEL PUEBLO DE LAO",,"LAO",
418,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","LAO, REPUBLIQUE DEMOCRATIQUE POPULAIRE","REPUBLIQUE DEMOCRATIQUE POPULAIRE LAO","LAO",
422,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","LIBANON","LIBANESISCHE REPUBLIK","LIBANON",
422,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","LEBANON","LEBANESE REPUBLIC","LEBANON",
422,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","LIBANO","REPUBLICA LIBANESA","LIBANO",
422,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","LIBAN","REPUBLIQUE LIBANAISE","LIBAN",
426,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","LESOTHO","KOENIGREICH LESOTHO","LESOTHO",
426,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","LESOTHO","KINGDOM OF LESOTHO","LESOTHO",
426,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","LESOTHO","REINO DE LESOTHO","LESOTHO",
426,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","LESOTHO","ROYAUME DU LESOTHO","LESOTHO",
