"Numeric TIS-code of territory","Validity start date of territory","Validity start date of territory name code","Alphanumeric ISO-code of language","Territory name","Official territory name","Abbreviated territory name","Unofficial territory name"
428,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","LETTLAND","REPUBLIK LETTLAND","LETTLAND",
428,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","LATVIA","REPUBLIC OF LATVIA","LATVIA",
428,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","LETONIA","REPUBLICA DE LETONIA","LETONIA",
428,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","LETTONIE","REPUBLIQUE DE LETTONIE","LETTONIE",
430,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","LIBERIA","REPUBLIK LIBERIA","LIBERIA",
430,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","LIBERIA","REPUBLIC OF LIBERIA","LIBERIA",
430,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","LIBERIA","REPUBLICA DE LIBERIA","LIBERIA",
430,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","LIBERIA","REPUBLIQUE DU LIBERIA","LIBERIA",
434,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","LIBYEN","STAAT LIBYEN","LIBYEN",
434,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","LIBYA","STATE OF LIBYA","LIBYA",
434,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","LIBIA","ESTADO DE LIBIA","LIBIA",
434,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","LIBYE","L’ETAT DE LIBYE","LIBYE",
438,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","LIECHTENSTEIN","FUERSTENTUM LIECHTENSTEIN","LIECHTENSTEIN",
438,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","LIECHTENSTEIN","PRINCIPALITY OF LIECHTENSTEIN","LIECHTENSTEIN",
438,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","LIECHTENSTEIN","PRINCIPADO DE LIECHTENSTEIN","LIECHTENSTEIN",
438,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","LIECHTENSTEIN","PRINCIPAUTE DU LIECHTENSTEIN","LIECHTENSTEIN",
440,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","LITAUEN","REPUBLIK LITAUEN","LITAUEN",
440,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","LITHUANIA","REPUBLIC OF LITHUANIA","LITHUANIA",
440,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","LITUANIA","REPUBLICA DE LITUANIA","LITUANIA",
440,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","LITUANIE","REPUBLIQUE DE LITUANIE","LITUANIE",
442,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","LUXEMBURG","GROSSHERZOGTUM LUXEMBURG","LUXEMBURG",
442,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","LUXEMBOURG","GRAND DUCHY OF LUXEMBOURG","LUXEMBOURG",
442,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","LUXEMBURGO","GRAND DUCADO DE LUXEMBURGO","LUXEMBURGO",
442,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","LUXEMBOURG","GRAND-DUCHE DE LUXEMBOURG","LUXEMBOURG",
446,1999/12/20 00:00:00,1999/12/20 00:00:00,"DE","MACAU","SONDERVERWALTUNGSREGION MACAU DER VOLKSREPUBLIK CHINA","MACAU",
446,1999/12/20 00:00:00,1999/12/20 00:00:00,"EN","MACAO","MACAO SPECIAL ADMINISTRATIVE REGION OF CHINA","MACAO",
446,1999/12/20 00:00:00,1999/12/20 00:00:00,"ES","MACAO","REGION ADMINISTRATIVA ESPECIAL DE MACAO","MACAO",
446,1999/12/20 00:00:00,1999/12/20 00:00:00,"FR","MACAO","REGION ADMINISTRATIVE SPECIALE DE MACAO DE LA REPUBLIQUE POPULAIRE DE CHINE","MACAO",
450,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MADAGASKAR","REPUBLIK MADAGASKAR","MADAGASKAR",
450,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MADAGASCAR","REPUBLIC OF MADAGASCAR","MADAGASCAR",
450,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MADAGASCAR","REPUBLICA DE MADAGASCAR","MADAGASCAR",
450,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MADAGASCAR","REPUBLIQUE DE MADAGASCAR","MADAGASCAR",
454,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MALAWI","REPUBLIK MALAWI","MALAWI",
454,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MALAWI","REPUBLIC OF MALAWI","MALAWI",
454,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MALAWI","REPUBLICA DE MALAWI","MALAWI",
454,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MALAWI","REPUBLIQUE DU MALAWI","MALAWI",
458,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MALAYSIA",,"MALAYSIA",
458,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MALAYSIA",,"MALAYSIA",
458,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MALASIA",,"MALASIA",
458,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MALAISIE",,"MALAISIE",
462,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MALEDIVEN","REPUBLIK MALEDIVEN","MALEDIVEN",
462,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MALDIVES","REPUBLIC OF MALDIVES","MALDIVES",
462,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MALDIVAS","REPUBLICA DE MALDIVAS","MALDIVAS",
462,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MALDIVES","REPUBLIQUE DES MALDIVES","MALDIVES",
466,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MALI","REPUBLIK MALI","MALI",
466,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MALI","REPUBLIC OF MALI","MALI",
466,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MALI","REPUBLICA DE MALI","MALI",
466,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MALI","REPUBLIQUE DU MALI","MALI",
470,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MALTA","REPUBLIK MALTA","MALTA",
470,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MALTA","REPUBLIC OF MALTA","MALTA",
470,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MALTA","REPUBLICA DE MALTA","MALTA",
470,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MALTE","REPUBLIQUE DE MALTE","MALTE",
478,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MAURETANIEN","ISLAMISCHE REPUBLIK MAURETANIEN","MAURETANIEN",
478,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MAURITANIA","ISLAMIC REPUBLIC OF MAURITANIA","MAURITANIA",
478,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MAURITANIA","REPUBLICA ISLAMICA DE MAURITANIA","MAURITANIA",
478,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MAURITANIE","REPUBLIQUE ISLAMIQUE DE MAURITANIE","MAURITANIE",
480,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MAURITIUS","REPUBLIK MAURITIUS","MAURITIUS",
480,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MAURITIUS","REPUBLIC OF MAURITIUS","MAURITIUS",
480,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MAURICIO","REPUBLICA DE MAURICIO","MAURICIO",
480,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MAURICE","REPUBLIQUE DE MAURICE","MAURICE",
484,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MEXIKO","VEREINIGTE MEXIKANISCHE STAATEN","MEXIKO",
484,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MEXICO","UNITED MEXICAN STATES","MEXICO",
484,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MEXICO","ESTADOS UNIDOS MEXICANOS","MEXICO",
484,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MEXIQUE","ETATS-UNIS DU MEXIQUE","MEXIQUE",
492,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MONACO","FUERSTENTUM MONACO","MONACO",
492,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MONACO","PRINCIPALITY OF MONACO","MONACO",
492,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MONACO","PRINCIPADO DE MONACO","MONACO",
492,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MONACO","PRINCIPAUTE DE MONACO","MONACO",
496,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MONGOLEI",,"MONGOLEI",
496,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MONGOLIA",,"MONGOLIA",
496,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MONGOLIA",,"MONGOLIA",
496,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MONGOLIE",,"MONGOLIE",
498,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","MOLDAU, REPUBLIK","REPUBLIK MOLDAU","MOLDAU","MOLDAWIEN"
498,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","MOLDOVA, REPUBLIC OF","REPUBLIC OF MOLDOVA","MOLDOVA",
498,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","MOLDAVIA, REPUBLICA DE","REPUBLICA DE MOLDAVIA","MOLDAVIA",
498,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","MOLDOVA, REPUBLIQUE DE","REPUBLIQUE DE MOLDOVA","MOLDOVA",
499,2006/06/03 00:00:00,2006/06/03 00:00:00,"DE","MONTENEGRO","MONTENEGRO","MONTENEGRO",
499,2006/06/03 00:00:00,2006/06/03 00:00:00,"EN","MONTENEGRO","MONTENEGRO","MONTENEGRO",
499,2006/06/03 00:00:00,2006/06/03 00:00:00,"ES","MONTENEGRO","MONTENEGRO","MONTENEGRO",
499,2006/06/03 00:00:00,2006/06/03 00:00:00,"FR","MONTENEGRO","MONTENEGRO","MONTENEGRO",
504,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MAROKKO","KOENIGREICH MAROKKO","MAROKKO",
504,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MOROCCO","KINGDOM OF MOROCCO","MOROCCO",
504,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MARRUECOS","REINO DE MARRUECOS","MARRUECOS",
504,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MAROC","ROYAUME DU MAROC","MAROC",
508,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MOSAMBIK","REPUBLIK MOSAMBIK","MOSAMBIK",
508,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MOZAMBIQUE","REPUBLIC OF MOZAMBIQUE","MOZAMBIQUE",
508,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MOZAMBIQUE","REPUBLICA DE MOZAMBIQUE","MOZAMBIQUE",
508,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MOZAMBIQUE","REPUBLIQUE DU MOZAMBIQUE","MOZAMBIQUE",
512,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","OMAN","SULTANAT OMAN","OMAN",
512,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","OMAN","SULTANATE OF OMAN","OMAN",
512,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","OMAN","SULTANADO DE OMAN","OMAN",
512,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","OMAN","SULTANAT D'OMAN","OMAN",
516,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NAMIBIA","REPUBLIK NAMIBIA","NAMIBIA",
516,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NAMIBIA","REPUBLIC OF NAMIBIA","NAMIBIA",
516,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NAMIBIA","REPUBLICA DE NAMIBIA","NAMIBIA",
516,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NAMIBIE","REPUBLIQUE DE NAMIBIE","NAMIBIE",
520,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NAURU","REPUBLIK NAURU","NAURU",
520,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NAURU","REPUBLIC OF NAURU","NAURU",
520,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NAURU","REPUBLICA DE NAURU","NAURU",
520,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NAURU","REPUBLIQUE DE NAURU","NAURU",
524,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NEPAL","DEMOKRATISCHE BUNDESREPUBLIK NEPAL","NEPAL",
524,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NEPAL","FEDERAL DEMOCRATIC REPUBLIC OF NEPAL","NEPAL",
524,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NEPAL","REPUBLICA DEMOCRATICA FEDERAL DE NEPAL","NEPAL",
524,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NEPAL","REPUBLIQUE FEDERALE DEMOCRATIQUE DU NEPAL","NEPAL",
528,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NIEDERLANDE","KOENIGREICH DER NIEDERLANDE","NIEDERLANDE",
528,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NETHERLANDS","KINGDOM OF THE NETHERLANDS","NETHERLANDS",
528,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PAISES BAJOS","REINO DE LOS PAISES BAJOS","PAISES BAJOS",
528,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PAYS-BAS","ROYAUME DES PAYS-BAS","PAYS-BAS",
540,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NEUKALEDONIEN","TERRITORIUM NEUKALEDONIEN","NEUKALEDONIEN",
540,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NEW CALEDONIA",,"NEW CALEDONIA",
540,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NUEVA CALEDONIA",,"NUEVA CALEDONIA",
540,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NOUVELLE-CALEDONIE",,"NOUV.CALEDONIE",
548,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","VANUATU","REPUBLIK VANUATU","VANUATU",
548,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","VANUATU","REPUBLIC OF VANUATU","VANUATU",
548,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","VANUATU","REPUBLICA DE VANUATU","VANUATU",
548,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","VANUATU","REPUBLIQUE DE VANUATU","VANUATU",
554,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NEUSEELAND",,"NEUSEELAND",
554,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NEW ZEALAND",,"NEW ZEALAND",
554,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NUEVA ZELANDA",,"NUEVA ZELANDA",
554,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NOUVELLE-ZELANDE",,"NOUV.ZELANDE",
558,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NICARAGUA","REPUBLIK NICARAGUA","NICARAGUA",
558,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NICARAGUA","REPUBLIC OF NICARAGUA","NICARAGUA",
558,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NICARAGUA","REPUBLICA DE NICARAGUA","NICARAGUA",
558,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NICARAGUA","REPUBLIQUE DU NICARAGUA","NICARAGUA",
562,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NIGER","REPUBLIK NIGER","NIGER",
562,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NIGER","REPUBLIC OF THE NIGER","NIGER",
562,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NIGER","REPUBLICA DEL NIGER","NIGER",
562,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NIGER","REPUBLIQUE DU NIGER","NIGER",
566,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NIGERIA","BUNDESREPUBLIK NIGERIA","NIGERIA",
566,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NIGERIA","FEDERAL REPUBLIC OF NIGERIA","NIGERIA",
566,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NIGERIA","REPUBLICA FEDERAL DE NIGERIA","NIGERIA",
566,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NIGERIA","REPUBLIQUE FEDERALE DU NIGERIA","NIGERIA",
578,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","NORWEGEN","KOENIGREICH NORWEGEN","NORWEGEN",
578,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","NORWAY","KINGDOM OF NORWAY","NORWAY",
578,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","NORUEGA","REINO DE NORUEGA","NORUEGA",
578,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","NORVEGE","ROYAUME DE NORVEGE","NORVEGE",
583,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MIKRONESIEN, FOEDERIERTE STAATEN VON","FOEDERIERTE STAATEN VON MIKRONESIEN","MIKRONESIEN",
583,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MICRONESIA, FEDERATED STATES OF","FEDERATED STATES OF MICRONESIA","MICRONESIA",
583,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","MICRONESIA, ESTADOS FEDERADOS","ESTADOS FEDERADOS DE MICRONESIA","MICRONESIA",
583,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MICRONESIE, ETATS FEDERES DE","ETATS FEDERES DE MICRONESIE","MICRONESIE",
584,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","MARSHALLINSELN","REPUBLIK MARSHALLINSELN","MARSHALLINSELN",
584,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","MARSHALL ISLANDS","REPUBLIC OF THE MARSHALL ISLANDS","MARSHALL ISL.",
584,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ISLAS MARSHALL","REPUBLICA DE LAS ISLAS MARSHALL","ISLAS MARSHALL",
584,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","MARSHALL, ILES","REPUBLIQUE DES ILES MARSHALL","ILES MARSHALL",
585,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PALAU","REPUBLIK PALAU","PALAU","BELAU"
585,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PALAU","REPUBLIC OF PALAU","PALAU",
585,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PALAU","REPUBLICA DE PALAU","PALAU",
585,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PALAOS","REPUBLIQUE DES PALAOS","PALAOS",
586,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PAKISTAN","ISLAMISCHE REPUBLIK PAKISTAN","PAKISTAN",
586,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PAKISTAN","ISLAMIC REPUBLIC OF PAKISTAN","PAKISTAN",
586,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PAKISTAN","REPUBLICA ISLAMICA DE PAKISTAN","PAKISTAN",
586,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PAKISTAN","REPUBLIQUE ISLAMIQUE DU PAKISTAN","PAKISTAN",
591,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PANAMA","REPUBLIK PANAMA","PANAMA",
591,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PANAMA","REPUBLIC OF PANAMA","PANAMA",
591,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PANAMA","REPUBLICA DE PANAMA","PANAMA",
591,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PANAMA","REPUBLIQUE DU PANAMA","PANAMA",
598,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PAPUA-NEUGUINEA","UNABHAENGIGER STAAT PAPUA-NEUGUINEA","PAPUA-NEUGUINEA",
598,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PAPUA NEW GUINEA",,"PAPUA N.GUINEA",
598,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PAPUA NUEVA GUINEA",,"PAPUA N.GUINEA",
598,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PAPOUASIE-NOUVELLE-GUINEE",,"PAP.NOUV.GUINEE",
600,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PARAGUAY","REPUBLIK PARAGUAY","PARAGUAY",
600,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PARAGUAY","REPUBLIC OF PARAGUAY","PARAGUAY",
600,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PARAGUAY","REPUBULICA DE PARAGUAY","PARAGUAY",
600,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PARAGUAY","REPUBLIQUE DU PARAGUAY","PARAGUAY",
604,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PERU","REPUBLIK PERU","PERU",
604,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PERU","REPUBLIC OF PERU","PERU",
604,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PERU","REPUBLICA DE PERU","PERU",
604,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PEROU","REPUBLIQUE DU PEROU","PEROU",
608,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PHILIPPINEN","REPUBLIK DER PHILIPPINEN","PHILIPPINEN",
608,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PHILIPPINES","REPUBLIC OF THE PHILIPPINES","PHILIPPINES",
608,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","FILIPINAS","REPUBLICA DE LAS FILIPINAS","FILIPINAS",
608,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PHILIPPINES","REPUBLIQUE DES PHILIPPINES","PHILIPPINES",
616,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","POLEN","REPUBLIK POLEN","POLEN",
616,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","POLAND","REPUBLIC OF POLAND","POLAND",
616,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","POLONIA","REPUBLICA DE POLONIA","POLONIA",
616,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","POLOGNE","REPUBLIQUE DE POLOGNE","POLOGNE",
620,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PORTUGAL","PORTUGIESISCHE REPUBLIK","PORTUGAL",
620,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PORTUGAL","PORTUGUESE REPUBLIC","PORTUGAL",
620,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PORTUGAL","REPUBLICA PORTUGUESA","PORTUGAL",
620,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PORTUGAL","REPUBLIQUE PORTUGAISE","PORTUGAL",
624,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","GUINEA-BISSAU","REPUBLIK GUINEA-BISSAU","GUINEA-BISSAU",
624,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","GUINEA-BISSAU","REPUBLIC OF GUINEA-BISSAU","GUINEA-BISSAU",
624,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","GUINEA-BISSAU","REPUBLICA DE GUINEA-BISSAU","GUINEA-BISSAU",
624,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","GUINEE-BISSAU","REPUBLIQUE DE GUINEE-BISSAU","GUINEE-BISSAU",
626,2002/05/20 00:00:00,2002/05/20 00:00:00,"DE","TIMOR-LESTE","DEMOKRATISCHE REPUBLIK TIMOR-LESTE","TIMOR-LESTE",
626,2002/05/20 00:00:00,2002/05/20 00:00:00,"EN","TIMOR-LESTE","DEMOCRATIC REPUBLIC OF TIMOR-LESTE","TIMOR-LESTE",
626,2002/05/20 00:00:00,2002/05/20 00:00:00,"ES","TIMOR-LESTE","REPUBLIQUE DEMOCRATIQUE DU TIMOR-LESTE","TIMOR-LESTE",
626,2002/05/20 00:00:00,2002/05/20 00:00:00,"FR","TIMOR-LESTE","PUBLIQUE DEMOCRATIQUE DU TIMOR-LESTE","TIMOR-LESTE",
630,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","PUERTO RICO","FREISTAAT PUERTO RICO","PUERTO RICO",
630,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","PUERTO RICO",,"PUERTO RICO",
630,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","PUERTO RICO",,"PUERTO RICO",
630,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","PORTO RICO",,"PORTO RICO",
634,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","KATAR","STAAT KATAR","KATAR",
634,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","QATAR","STATE OF QATAR","QATAR",
634,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","QATAR","ESTADO DE QATAR","QATAR",
634,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","QATAR","ETAT DU QATAR","QATAR",
642,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","RUMAENIEN",,"RUMAENIEN",
642,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ROMANIA",,"ROMANIA",
642,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","RUMANIA",,"RUMANIA",
642,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ROUMANIE",,"ROUMANIE",
643,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","RUSSISCHE FOEDERATION",,"RUSSLAND",
643,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","RUSSIAN FEDERATION",,"RUSSIA",
643,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","FEDERACION RUSA",,"RUSIA",
643,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","RUSSIE, FEDERATION DE","FEDERATION DE RUSSIE","RUSSIE",
646,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","RUANDA","REPUBLIK RUANDA","RUANDA",
646,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","RWANDA","RWANDESE RUPUBLIC","RWANDA",
646,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","RUANDA","REPUBLICA RUANDESA","RUANDA",
646,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","RWANDA","REPUBLIQUE RWANDAISE","RWANDA",
659,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ST. KITTS UND NEVIS","FOEDERATION ST. KITTS UND NEVIS","ST.KITTS+NEVIS",
659,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SAINT KITTS AND NEVIS",,"ST.KITTS+NEVIS",
659,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SAN CRISTOBAL Y NEVIS",,"S.CRIST.+NEVIS",
659,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SAINT-KITTS-ET-NEVIS",,"ST.KITTS+NEVIS",
662,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ST. LUCIA",,"ST.LUCIA",
662,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SAINT LUCIA",,"ST.LUCIA",
